job_id,title,normalized_role,company_name,city,region,contract_type,experience_level,work_mode,date_posted,source,dataset_kind
1817308d28631db9e6f29c7bd3bdfd637fbf2102f731f69dbf43a3e116c2ff87,Analyste BI,bi_analyst,Orion Services,Nantes,Pays de la Loire,fixed_term,entry_level,remote,2026-07-31,synthetic_portfolio_demo,synthetic
e384644e393497c2140156fd478283d42441b4182ce0811eafde8d229e22db93,Consultant BI Junior,bi_analyst,BluePeak Systems,Lyon,Auvergne-Rhône-Alpes,permanent,entry_level,hybrid,2026-05-07,synthetic_portfolio_demo,synthetic
e8954f2b32ce710f2ee70dabf577b396cf6bef74bff1c344bb2493582ef24d24,BI Analyst Junior,bi_analyst,Orion Services,Bordeaux,Nouvelle-Aquitaine,permanent,entry_level,remote,2026-05-14,synthetic_portfolio_demo,synthetic
82fbb70d1f29fd803d7d5ea4fa0461fb1a281e1eb8f0346f764b1c3dfffdf4a9,Analyste BI,bi_analyst,BluePeak Systems,Paris,Île-de-France,apprenticeship,entry_level,hybrid,2026-05-21,synthetic_portfolio_demo,synthetic
160f7c2429431e08a5774b440cd4650b41e47efcc6b39a66ef4ab0c773d46412,Consultant BI Junior,bi_analyst,Orion Services,Toulouse,Occitanie,internship,internship,remote,2026-05-28,synthetic_portfolio_demo,synthetic
631568f869ea4de8f7b4deea275292c66112df54fce8803b82c680d79114c6b3,BI Analyst Junior,bi_analyst,BluePeak Systems,Rennes,Bretagne,fixed_term,entry_level,hybrid,2026-06-04,synthetic_portfolio_demo,synthetic
32547e13e4cf00fae25671025ef142b5291f9110ef7f64baa7077042c54b8c88,Analyste BI,bi_analyst,Orion Services,Lille,Hauts-de-France,permanent,entry_level,remote,2026-06-11,synthetic_portfolio_demo,synthetic
3162ae6179dfe3aac400c7d6a884d442dac34cd8864c87d70c700103af3d5c14,Consultant BI Junior,bi_analyst,BluePeak Systems,Nantes,Pays de la Loire,permanent,entry_level,hybrid,2026-06-18,synthetic_portfolio_demo,synthetic
d37792bdae07eb93ee3105208020be9082df6b8f74c48c822969506686a53ed7,BI Analyst Junior,bi_analyst,Orion Services,Lyon,Auvergne-Rhône-Alpes,apprenticeship,entry_level,remote,2026-06-25,synthetic_portfolio_demo,synthetic
de25a262cfa3b7f601a67350946f1fe91311a4291e2f9a9bf8c51bfc99e55470,Analyste BI,bi_analyst,BluePeak Systems,Bordeaux,Nouvelle-Aquitaine,internship,internship,hybrid,2026-07-02,synthetic_portfolio_demo,synthetic
050f5dcc7b1b2754f6497f72cbd16c824ea76c01a3af5a4a05fbefcd05a56546,Consultant BI Junior,bi_analyst,Orion Services,Paris,Île-de-France,fixed_term,entry_level,remote,2026-07-09,synthetic_portfolio_demo,synthetic
121449bdc1803614ddbae6fe8cdec6eea8ac44c6be4d6591d3b20b9a21f74554,Data Engineer Junior,data_engineer,Cobalt Digital,Bordeaux,Nouvelle-Aquitaine,permanent,entry_level,on_site,2026-07-16,synthetic_portfolio_demo,synthetic
72f072c14a4f5fd3eb31a3ef0e74deaaade68c22c2905f38dd8fb49c86f1e163,Ingénieur Data,data_engineer,Riverstone Software,Paris,Île-de-France,apprenticeship,entry_level,hybrid,2026-07-23,synthetic_portfolio_demo,synthetic
6138c520427d09e5a3dc3194a77a4c5f46c3644106bbed1c44d004ffb0001fca,Junior Data Engineer,data_engineer,Cobalt Digital,Toulouse,Occitanie,internship,internship,on_site,2026-07-30,synthetic_portfolio_demo,synthetic
071c67b0c7d8997dea6264f24c5952b9e2db94100e20109228bed9db1509b058,Data Engineer Junior,data_engineer,Riverstone Software,Rennes,Bretagne,fixed_term,entry_level,hybrid,2026-05-06,synthetic_portfolio_demo,synthetic
e9c61d1cbfc328349a9fc60ee3e48f09c6432752f6385bb81e99b70a0220d2d6,Ingénieur Data,data_engineer,Cobalt Digital,Lille,Hauts-de-France,permanent,entry_level,on_site,2026-05-13,synthetic_portfolio_demo,synthetic
770846a0d6d801f03b896f307a25359893da36a7978a8728cbde2bae85e5f705,Junior Data Engineer,data_engineer,Riverstone Software,Nantes,Pays de la Loire,permanent,entry_level,hybrid,2026-05-20,synthetic_portfolio_demo,synthetic
1235cfc49f487088f5dee7f3ad17a827e035a76d0a85ea050c3c0de1ef64e60e,Data Engineer Junior,data_engineer,Cobalt Digital,Lyon,Auvergne-Rhône-Alpes,apprenticeship,entry_level,on_site,2026-05-27,synthetic_portfolio_demo,synthetic
d3420240a05f3d1ed8465185e9521b4e98e7ebab7e274692764c1846f9b11bcc,Ingénieur Data,data_engineer,Riverstone Software,Bordeaux,Nouvelle-Aquitaine,internship,internship,hybrid,2026-06-03,synthetic_portfolio_demo,synthetic
84b66256a42f23f960223c941eafd3965a7550213c97eba4dc17a7193f5daef5,Junior Data Engineer,data_engineer,Cobalt Digital,Paris,Île-de-France,fixed_term,entry_level,on_site,2026-06-10,synthetic_portfolio_demo,synthetic
246197758c52f36d1ceb0b296c2d84e7c4fed5ae1bec2b95f079ecde976ad3de,Data Engineer Junior,data_engineer,Riverstone Software,Toulouse,Occitanie,permanent,entry_level,hybrid,2026-06-17,synthetic_portfolio_demo,synthetic
3d80109b56aeb613cb24cc8e962208d916c158a438f42ec91f42f1becfd9dc4a,Ingénieur Data,data_engineer,Cobalt Digital,Rennes,Bretagne,permanent,entry_level,on_site,2026-06-24,synthetic_portfolio_demo,synthetic
ee6b715a4065ca4b9d8f00abb89238c5ef1555fab9fecae3b0863ca683a5fb1a,Junior Data Engineer,data_engineer,Riverstone Software,Lille,Hauts-de-France,apprenticeship,entry_level,hybrid,2026-07-01,synthetic_portfolio_demo,synthetic
39da68e8881e00707b5e831cb68b02027ca20d1b459d71c7450918c4568c241d,Data Scientist Junior,data_scientist,Hexa Metrics,Rennes,Bretagne,fixed_term,entry_level,remote,2026-07-08,synthetic_portfolio_demo,synthetic
82dba61642f9671b9557b898693ffa770df01f9b128e7821d098a80af9115bdd,Junior Data Scientist,data_scientist,Solstice Analytics,Lille,Hauts-de-France,permanent,entry_level,hybrid,2026-07-15,synthetic_portfolio_demo,synthetic
a27002725d0b37c8be7a5a885de6c604de1b4b8423a4a5d8c3b50a527acbb142,Data Scientist Junior,data_scientist,Hexa Metrics,Nantes,Pays de la Loire,permanent,entry_level,remote,2026-07-22,synthetic_portfolio_demo,synthetic
f4b501729c80f27e0e81e014f5f08de497af858a1deb40955e48913af60a2305,Junior Data Scientist,data_scientist,Solstice Analytics,Lyon,Auvergne-Rhône-Alpes,apprenticeship,entry_level,hybrid,2026-07-29,synthetic_portfolio_demo,synthetic
b6487e60ff9d6459b6b8eb159e19545ce64bb4dc12f1369e978958cd89c6fd92,Data Scientist Junior,data_scientist,Hexa Metrics,Bordeaux,Nouvelle-Aquitaine,internship,internship,remote,2026-05-05,synthetic_portfolio_demo,synthetic
273db8a2f6b9a5741fdd3f3662788861c34275c82d6b2ecfb480e71655c4a078,Junior Data Scientist,data_scientist,Solstice Analytics,Paris,Île-de-France,fixed_term,entry_level,hybrid,2026-05-12,synthetic_portfolio_demo,synthetic
1c57c24ef67cf957a9161c39d77a82a4b663295e44e4c07bbf2604b9c0643d98,Data Scientist Junior,data_scientist,Hexa Metrics,Toulouse,Occitanie,permanent,entry_level,remote,2026-05-19,synthetic_portfolio_demo,synthetic
36c11297b2d17a0dd8d9c7153e386ddcfc3ddf10a1e53a1f6c3bf19a308e9c8b,Junior Data Scientist,data_scientist,Solstice Analytics,Rennes,Bretagne,permanent,entry_level,hybrid,2026-05-26,synthetic_portfolio_demo,synthetic
3b63b5aaccf893545fe5554bdab37df68a3ac23359e30cdb1a1103038db35d55,Data Scientist Junior,data_scientist,Hexa Metrics,Lille,Hauts-de-France,apprenticeship,entry_level,remote,2026-06-02,synthetic_portfolio_demo,synthetic
aadfaceedd3dbc1b3b4c4756cbde20e9f548950b156aa6ee642081be662382aa,Junior Data Scientist,data_scientist,Solstice Analytics,Nantes,Pays de la Loire,internship,internship,hybrid,2026-06-09,synthetic_portfolio_demo,synthetic
d90acc819e23ac449cb51afd6fe73910c229dec5b1c2d72deb377babeb4df3dc,Data Scientist Junior,data_scientist,Hexa Metrics,Lyon,Auvergne-Rhône-Alpes,fixed_term,entry_level,remote,2026-06-16,synthetic_portfolio_demo,synthetic
7798ebda589987b4ae7617978de19ba6385cec977c5047f95203b3167254d282,Junior Data Scientist,data_scientist,Solstice Analytics,Bordeaux,Nouvelle-Aquitaine,permanent,entry_level,hybrid,2026-06-23,synthetic_portfolio_demo,synthetic
16cb55dd004c65ab68fd1103f017ef398fafce368e27ebc8f51fb4c9311be8ae,Développeur Frontend Junior,frontend_developer,Juniper Labs,Lyon,Auvergne-Rhône-Alpes,apprenticeship,entry_level,hybrid,2026-06-30,synthetic_portfolio_demo,synthetic
986f6bf1020cf0bac17ef7e4682b629125071043f5846bf259799f60dce24859,Junior Frontend Developer,frontend_developer,Vertex Cloud,Bordeaux,Nouvelle-Aquitaine,internship,internship,on_site,2026-07-07,synthetic_portfolio_demo,synthetic
6f331e522e6f23157c60c5f13e7ca3a472cae9edd7921043cab5cfa625f51050,Développeur Frontend Junior,frontend_developer,Juniper Labs,Paris,Île-de-France,fixed_term,entry_level,hybrid,2026-07-14,synthetic_portfolio_demo,synthetic
87b7d16857203d310fce6532f0fd4dafefd81de559361f41adfced9eaaf6cae0,Junior Frontend Developer,frontend_developer,Vertex Cloud,Toulouse,Occitanie,permanent,entry_level,on_site,2026-07-21,synthetic_portfolio_demo,synthetic
11f76ccb23d6b0d1f426327e38a6010d2b41d7be168a5647bf4a091f68566a41,Développeur Frontend Junior,frontend_developer,Juniper Labs,Rennes,Bretagne,permanent,entry_level,hybrid,2026-07-28,synthetic_portfolio_demo,synthetic
eb97bb81c1e4e6ac708bd05bf738b2efa256a78169e2ac332dfff587a180919b,Junior Frontend Developer,frontend_developer,Vertex Cloud,Lille,Hauts-de-France,apprenticeship,entry_level,on_site,2026-05-04,synthetic_portfolio_demo,synthetic
3e6978bc44280872dc1f4cf50494178701cb7b699ab0ea336e67e4dba209aa52,Développeur Frontend Junior,frontend_developer,Juniper Labs,Nantes,Pays de la Loire,internship,internship,hybrid,2026-05-11,synthetic_portfolio_demo,synthetic
f9d62f43a83aa24792e25f345c6e66bfda1f535d294050124fafe0e556e696e8,Junior Frontend Developer,frontend_developer,Vertex Cloud,Lyon,Auvergne-Rhône-Alpes,fixed_term,entry_level,on_site,2026-05-18,synthetic_portfolio_demo,synthetic
35d2ee9dfd7016497b6d843dfc5a19f1a66edbf1021879e065557af2fb0b37d0,Développeur Frontend Junior,frontend_developer,Juniper Labs,Bordeaux,Nouvelle-Aquitaine,permanent,entry_level,hybrid,2026-05-25,synthetic_portfolio_demo,synthetic
f77867ffe44fc213d6b0e02a73762c83ca7ef3a247ef8e1b83f807f62fba6697,Junior Frontend Developer,frontend_developer,Vertex Cloud,Paris,Île-de-France,permanent,entry_level,on_site,2026-06-01,synthetic_portfolio_demo,synthetic
cf3559731266a24c084c1548b763b1815fa7b88a8c572ed5f1c489bfdf061eb8,Développeur Frontend Junior,frontend_developer,Juniper Labs,Toulouse,Occitanie,apprenticeship,entry_level,hybrid,2026-06-08,synthetic_portfolio_demo,synthetic
12da758ced418da0a7682b23547d01eede6ad7690776c8fa594cbddff5acd0f7,Junior Frontend Developer,frontend_developer,Vertex Cloud,Rennes,Bretagne,internship,internship,on_site,2026-06-15,synthetic_portfolio_demo,synthetic
98d4b0cfa40877c306d1831592b00b4437854715e824133c75b74d82477d1768,Développeur Backend Junior,backend_developer,Northstar Tech,Toulouse,Occitanie,permanent,entry_level,hybrid,2026-06-22,synthetic_portfolio_demo,synthetic
89867d1fde74ea952913c94640201c3767003140dd55c6e3de7503b4bbf8faf8,Junior Backend Developer,backend_developer,Aster Data,Rennes,Bretagne,permanent,entry_level,remote,2026-06-29,synthetic_portfolio_demo,synthetic
32aea657d712b648703ed77fa8e20fc4fdb705724ac2a91371770b8122e02893,Développeur Backend Junior,backend_developer,Northstar Tech,Lille,Hauts-de-France,apprenticeship,entry_level,hybrid,2026-07-06,synthetic_portfolio_demo,synthetic
c30bdc7d10191930fe43280123fdab49a0e81948d38adbd4d6d5be6265b9850d,Junior Backend Developer,backend_developer,Aster Data,Nantes,Pays de la Loire,internship,internship,remote,2026-07-13,synthetic_portfolio_demo,synthetic
1077d3d5b6146f3956e93ee4c7744e451b10e68ba95bb42ea242ba6b17633aff,Développeur Backend Junior,backend_developer,Northstar Tech,Lyon,Auvergne-Rhône-Alpes,fixed_term,entry_level,hybrid,2026-07-20,synthetic_portfolio_demo,synthetic
923598f7ef076c9584dd3d5703e2467580f62b54c19bf14c92473a17cbe4a742,Junior Backend Developer,backend_developer,Aster Data,Bordeaux,Nouvelle-Aquitaine,permanent,entry_level,remote,2026-07-27,synthetic_portfolio_demo,synthetic
f1c894095ca62ae1ad8c665c7006f40a98e563a79ad60465fad84cf5aa73e295,Développeur Backend Junior,backend_developer,Northstar Tech,Paris,Île-de-France,permanent,entry_level,hybrid,2026-05-03,synthetic_portfolio_demo,synthetic
4f325fc3705920897775bf4a10e061786e69de02fba4b995f55252f82a53a78b,Junior Backend Developer,backend_developer,Aster Data,Toulouse,Occitanie,apprenticeship,entry_level,remote,2026-05-10,synthetic_portfolio_demo,synthetic
08d909c8c90f20aaae52e92de52030e904fd53c342fa11168c81c136e9585fe1,Développeur Backend Junior,backend_developer,Northstar Tech,Rennes,Bretagne,internship,internship,hybrid,2026-05-17,synthetic_portfolio_demo,synthetic
ec25606e0449ccb03d98c96115734df9b98bc7a42a8c86ccccf7c0306420a9b8,Junior Backend Developer,backend_developer,Aster Data,Lille,Hauts-de-France,fixed_term,entry_level,remote,2026-05-24,synthetic_portfolio_demo,synthetic
4dc5732c4ad89d1883e7d159ea5b178fd19a01f478aca10991b7ec208a7b7700,Développeur Backend Junior,backend_developer,Northstar Tech,Nantes,Pays de la Loire,permanent,entry_level,hybrid,2026-05-31,synthetic_portfolio_demo,synthetic
9f7602046111562c3e7788709d84377555b080f634df9eba7719e263c38a5070,Junior Backend Developer,backend_developer,Aster Data,Lyon,Auvergne-Rhône-Alpes,permanent,entry_level,remote,2026-06-07,synthetic_portfolio_demo,synthetic
0d735e8d742f463e0f65fecb701e77a8edb644f9b0eda807dd2d11a8de36ef92,Développeur Full-Stack Junior,fullstack_developer,Orion Services,Nantes,Pays de la Loire,internship,internship,on_site,2026-06-14,synthetic_portfolio_demo,synthetic
9c5cacda08fb78077b7312190cdd34bcbe723fff7d062e06c1ca496aeeeb0ac6,Junior Fullstack Developer,fullstack_developer,BluePeak Systems,Lyon,Auvergne-Rhône-Alpes,fixed_term,entry_level,hybrid,2026-06-21,synthetic_portfolio_demo,synthetic
1caf5f76cebbd653700466d2eb2cac30743f95878665a95ab284372d9d6490e4,Développeur Full-Stack Junior,fullstack_developer,Orion Services,Bordeaux,Nouvelle-Aquitaine,permanent,entry_level,on_site,2026-06-28,synthetic_portfolio_demo,synthetic
bb05e1b085f5de06d0487cf2c26fb04942a3d27268ff7669d3cb716f4b63d963,Junior Fullstack Developer,fullstack_developer,BluePeak Systems,Paris,Île-de-France,permanent,entry_level,hybrid,2026-07-05,synthetic_portfolio_demo,synthetic
c94668fc31e82ab5b8e0828adf5ffb9af7317f3e3eec5853994e850fcb9833cf,Développeur Full-Stack Junior,fullstack_developer,Orion Services,Toulouse,Occitanie,apprenticeship,entry_level,on_site,2026-07-12,synthetic_portfolio_demo,synthetic
31576deda1e905d871bc829d3caa6fb3312267803d63c017442992a356f0a40b,Junior Fullstack Developer,fullstack_developer,BluePeak Systems,Rennes,Bretagne,internship,internship,hybrid,2026-07-19,synthetic_portfolio_demo,synthetic
b81baeef6947dbf5ee885b852b184dc380e0b3b365b755d7a2a8882243d27f52,Développeur Full-Stack Junior,fullstack_developer,Orion Services,Lille,Hauts-de-France,fixed_term,entry_level,on_site,2026-07-26,synthetic_portfolio_demo,synthetic
bf56cbd17b8747671a8163d9bffa4c4547f3fee9b9ccd86523adfa3a92573c4f,Junior Fullstack Developer,fullstack_developer,BluePeak Systems,Nantes,Pays de la Loire,permanent,entry_level,hybrid,2026-05-02,synthetic_portfolio_demo,synthetic
cbad744a54d972f521696fa59197de4d8f3c8895468d27eca0f01d0f07a7d0e3,Développeur Full-Stack Junior,fullstack_developer,Orion Services,Lyon,Auvergne-Rhône-Alpes,permanent,entry_level,on_site,2026-05-09,synthetic_portfolio_demo,synthetic
8057d29043896f090f15e2d9616159c99acd57c51bff67157a479286297e900e,Junior Fullstack Developer,fullstack_developer,BluePeak Systems,Bordeaux,Nouvelle-Aquitaine,apprenticeship,entry_level,hybrid,2026-05-16,synthetic_portfolio_demo,synthetic
a6435c2af2880e44506d689f58d4c4d2950efa0665d367dceca5f6c157b7c7d9,Développeur Full-Stack Junior,fullstack_developer,Orion Services,Paris,Île-de-France,internship,internship,on_site,2026-05-23,synthetic_portfolio_demo,synthetic
f1730da964693dbb6e16a1eb9ae92768e97226a4c248ffb5f1e3fdd8bfcc801f,Junior Fullstack Developer,fullstack_developer,BluePeak Systems,Toulouse,Occitanie,fixed_term,entry_level,hybrid,2026-05-30,synthetic_portfolio_demo,synthetic
