job_id,skill_slug,skill_name,skill_category
3162ae6179dfe3aac400c7d6a884d442dac34cd8864c87d70c700103af3d5c14,azure,Microsoft Azure,cloud
3162ae6179dfe3aac400c7d6a884d442dac34cd8864c87d70c700103af3d5c14,qlik,Qlik,bi_tool
3162ae6179dfe3aac400c7d6a884d442dac34cd8864c87d70c700103af3d5c14,agile,Agile,methodology
d37792bdae07eb93ee3105208020be9082df6b8f74c48c822969506686a53ed7,agile,Agile,methodology
d37792bdae07eb93ee3105208020be9082df6b8f74c48c822969506686a53ed7,azure,Microsoft Azure,cloud
d37792bdae07eb93ee3105208020be9082df6b8f74c48c822969506686a53ed7,qlik,Qlik,bi_tool
d37792bdae07eb93ee3105208020be9082df6b8f74c48c822969506686a53ed7,power_bi,Power BI,bi_tool
de25a262cfa3b7f601a67350946f1fe91311a4291e2f9a9bf8c51bfc99e55470,tableau,Tableau,bi_tool
de25a262cfa3b7f601a67350946f1fe91311a4291e2f9a9bf8c51bfc99e55470,azure,Microsoft Azure,cloud
de25a262cfa3b7f601a67350946f1fe91311a4291e2f9a9bf8c51bfc99e55470,power_bi,Power BI,bi_tool
de25a262cfa3b7f601a67350946f1fe91311a4291e2f9a9bf8c51bfc99e55470,qlik,Qlik,bi_tool
de25a262cfa3b7f601a67350946f1fe91311a4291e2f9a9bf8c51bfc99e55470,agile,Agile,methodology
050f5dcc7b1b2754f6497f72cbd16c824ea76c01a3af5a4a05fbefcd05a56546,agile,Agile,methodology
050f5dcc7b1b2754f6497f72cbd16c824ea76c01a3af5a4a05fbefcd05a56546,power_bi,Power BI,bi_tool
050f5dcc7b1b2754f6497f72cbd16c824ea76c01a3af5a4a05fbefcd05a56546,azure,Microsoft Azure,cloud
050f5dcc7b1b2754f6497f72cbd16c824ea76c01a3af5a4a05fbefcd05a56546,tableau,Tableau,bi_tool
050f5dcc7b1b2754f6497f72cbd16c824ea76c01a3af5a4a05fbefcd05a56546,sql,SQL,programming_language
050f5dcc7b1b2754f6497f72cbd16c824ea76c01a3af5a4a05fbefcd05a56546,excel,Excel,productivity
121449bdc1803614ddbae6fe8cdec6eea8ac44c6be4d6591d3b20b9a21f74554,kafka,Apache Kafka,data_engineering
121449bdc1803614ddbae6fe8cdec6eea8ac44c6be4d6591d3b20b9a21f74554,python,Python,programming_language
121449bdc1803614ddbae6fe8cdec6eea8ac44c6be4d6591d3b20b9a21f74554,azure,Microsoft Azure,cloud
72f072c14a4f5fd3eb31a3ef0e74deaaade68c22c2905f38dd8fb49c86f1e163,docker,Docker,devops
72f072c14a4f5fd3eb31a3ef0e74deaaade68c22c2905f38dd8fb49c86f1e163,azure,Microsoft Azure,cloud
72f072c14a4f5fd3eb31a3ef0e74deaaade68c22c2905f38dd8fb49c86f1e163,spark,Apache Spark,data_engineering
72f072c14a4f5fd3eb31a3ef0e74deaaade68c22c2905f38dd8fb49c86f1e163,sql,SQL,programming_language
6138c520427d09e5a3dc3194a77a4c5f46c3644106bbed1c44d004ffb0001fca,kafka,Apache Kafka,data_engineering
6138c520427d09e5a3dc3194a77a4c5f46c3644106bbed1c44d004ffb0001fca,airflow,Apache Airflow,data_engineering
6138c520427d09e5a3dc3194a77a4c5f46c3644106bbed1c44d004ffb0001fca,dbt,dbt,data_engineering
6138c520427d09e5a3dc3194a77a4c5f46c3644106bbed1c44d004ffb0001fca,azure,Microsoft Azure,cloud
6138c520427d09e5a3dc3194a77a4c5f46c3644106bbed1c44d004ffb0001fca,aws,AWS,cloud
071c67b0c7d8997dea6264f24c5952b9e2db94100e20109228bed9db1509b058,azure,Microsoft Azure,cloud
071c67b0c7d8997dea6264f24c5952b9e2db94100e20109228bed9db1509b058,sql,SQL,programming_language
071c67b0c7d8997dea6264f24c5952b9e2db94100e20109228bed9db1509b058,kafka,Apache Kafka,data_engineering
071c67b0c7d8997dea6264f24c5952b9e2db94100e20109228bed9db1509b058,python,Python,programming_language
071c67b0c7d8997dea6264f24c5952b9e2db94100e20109228bed9db1509b058,dbt,dbt,data_engineering
071c67b0c7d8997dea6264f24c5952b9e2db94100e20109228bed9db1509b058,docker,Docker,devops
e9c61d1cbfc328349a9fc60ee3e48f09c6432752f6385bb81e99b70a0220d2d6,azure,Microsoft Azure,cloud
e9c61d1cbfc328349a9fc60ee3e48f09c6432752f6385bb81e99b70a0220d2d6,databricks,Databricks,data_engineering
e9c61d1cbfc328349a9fc60ee3e48f09c6432752f6385bb81e99b70a0220d2d6,python,Python,programming_language
770846a0d6d801f03b896f307a25359893da36a7978a8728cbde2bae85e5f705,databricks,Databricks,data_engineering
770846a0d6d801f03b896f307a25359893da36a7978a8728cbde2bae85e5f705,dbt,dbt,data_engineering
770846a0d6d801f03b896f307a25359893da36a7978a8728cbde2bae85e5f705,airflow,Apache Airflow,data_engineering
770846a0d6d801f03b896f307a25359893da36a7978a8728cbde2bae85e5f705,docker,Docker,devops
1235cfc49f487088f5dee7f3ad17a827e035a76d0a85ea050c3c0de1ef64e60e,databricks,Databricks,data_engineering
1235cfc49f487088f5dee7f3ad17a827e035a76d0a85ea050c3c0de1ef64e60e,airflow,Apache Airflow,data_engineering
1235cfc49f487088f5dee7f3ad17a827e035a76d0a85ea050c3c0de1ef64e60e,azure,Microsoft Azure,cloud
1235cfc49f487088f5dee7f3ad17a827e035a76d0a85ea050c3c0de1ef64e60e,spark,Apache Spark,data_engineering
1235cfc49f487088f5dee7f3ad17a827e035a76d0a85ea050c3c0de1ef64e60e,sql,SQL,programming_language
d3420240a05f3d1ed8465185e9521b4e98e7ebab7e274692764c1846f9b11bcc,aws,AWS,cloud
d3420240a05f3d1ed8465185e9521b4e98e7ebab7e274692764c1846f9b11bcc,python,Python,programming_language
d3420240a05f3d1ed8465185e9521b4e98e7ebab7e274692764c1846f9b11bcc,airflow,Apache Airflow,data_engineering
d3420240a05f3d1ed8465185e9521b4e98e7ebab7e274692764c1846f9b11bcc,azure,Microsoft Azure,cloud
d3420240a05f3d1ed8465185e9521b4e98e7ebab7e274692764c1846f9b11bcc,dbt,dbt,data_engineering
d3420240a05f3d1ed8465185e9521b4e98e7ebab7e274692764c1846f9b11bcc,databricks,Databricks,data_engineering
84b66256a42f23f960223c941eafd3965a7550213c97eba4dc17a7193f5daef5,spark,Apache Spark,data_engineering
84b66256a42f23f960223c941eafd3965a7550213c97eba4dc17a7193f5daef5,docker,Docker,devops
84b66256a42f23f960223c941eafd3965a7550213c97eba4dc17a7193f5daef5,dbt,dbt,data_engineering
246197758c52f36d1ceb0b296c2d84e7c4fed5ae1bec2b95f079ecde976ad3de,spark,Apache Spark,data_engineering
246197758c52f36d1ceb0b296c2d84e7c4fed5ae1bec2b95f079ecde976ad3de,azure,Microsoft Azure,cloud
246197758c52f36d1ceb0b296c2d84e7c4fed5ae1bec2b95f079ecde976ad3de,databricks,Databricks,data_engineering
246197758c52f36d1ceb0b296c2d84e7c4fed5ae1bec2b95f079ecde976ad3de,kafka,Apache Kafka,data_engineering
3d80109b56aeb613cb24cc8e962208d916c158a438f42ec91f42f1becfd9dc4a,aws,AWS,cloud
3d80109b56aeb613cb24cc8e962208d916c158a438f42ec91f42f1becfd9dc4a,spark,Apache Spark,data_engineering
3d80109b56aeb613cb24cc8e962208d916c158a438f42ec91f42f1becfd9dc4a,python,Python,programming_language
3d80109b56aeb613cb24cc8e962208d916c158a438f42ec91f42f1becfd9dc4a,azure,Microsoft Azure,cloud
3d80109b56aeb613cb24cc8e962208d916c158a438f42ec91f42f1becfd9dc4a,airflow,Apache Airflow,data_engineering
ee6b715a4065ca4b9d8f00abb89238c5ef1555fab9fecae3b0863ca683a5fb1a,aws,AWS,cloud
ee6b715a4065ca4b9d8f00abb89238c5ef1555fab9fecae3b0863ca683a5fb1a,python,Python,programming_language
ee6b715a4065ca4b9d8f00abb89238c5ef1555fab9fecae3b0863ca683a5fb1a,sql,SQL,programming_language
ee6b715a4065ca4b9d8f00abb89238c5ef1555fab9fecae3b0863ca683a5fb1a,spark,Apache Spark,data_engineering
ee6b715a4065ca4b9d8f00abb89238c5ef1555fab9fecae3b0863ca683a5fb1a,databricks,Databricks,data_engineering
ee6b715a4065ca4b9d8f00abb89238c5ef1555fab9fecae3b0863ca683a5fb1a,kafka,Apache Kafka,data_engineering
39da68e8881e00707b5e831cb68b02027ca20d1b459d71c7450918c4568c241d,databricks,Databricks,data_engineering
39da68e8881e00707b5e831cb68b02027ca20d1b459d71c7450918c4568c241d,spark,Apache Spark,data_engineering
39da68e8881e00707b5e831cb68b02027ca20d1b459d71c7450918c4568c241d,aws,AWS,cloud
82dba61642f9671b9557b898693ffa770df01f9b128e7821d098a80af9115bdd,spark,Apache Spark,data_engineering
82dba61642f9671b9557b898693ffa770df01f9b128e7821d098a80af9115bdd,aws,AWS,cloud
82dba61642f9671b9557b898693ffa770df01f9b128e7821d098a80af9115bdd,git,Git,version_control
82dba61642f9671b9557b898693ffa770df01f9b128e7821d098a80af9115bdd,python,Python,programming_language
a27002725d0b37c8be7a5a885de6c604de1b4b8423a4a5d8c3b50a527acbb142,aws,AWS,cloud
a27002725d0b37c8be7a5a885de6c604de1b4b8423a4a5d8c3b50a527acbb142,sql,SQL,programming_language
a27002725d0b37c8be7a5a885de6c604de1b4b8423a4a5d8c3b50a527acbb142,python,Python,programming_language
a27002725d0b37c8be7a5a885de6c604de1b4b8423a4a5d8c3b50a527acbb142,databricks,Databricks,data_engineering
a27002725d0b37c8be7a5a885de6c604de1b4b8423a4a5d8c3b50a527acbb142,git,Git,version_control
f4b501729c80f27e0e81e014f5f08de497af858a1deb40955e48913af60a2305,r,R,programming_language
f4b501729c80f27e0e81e014f5f08de497af858a1deb40955e48913af60a2305,databricks,Databricks,data_engineering
f4b501729c80f27e0e81e014f5f08de497af858a1deb40955e48913af60a2305,spark,Apache Spark,data_engineering
f4b501729c80f27e0e81e014f5f08de497af858a1deb40955e48913af60a2305,sql,SQL,programming_language
f4b501729c80f27e0e81e014f5f08de497af858a1deb40955e48913af60a2305,python,Python,programming_language
f4b501729c80f27e0e81e014f5f08de497af858a1deb40955e48913af60a2305,git,Git,version_control
b6487e60ff9d6459b6b8eb159e19545ce64bb4dc12f1369e978958cd89c6fd92,databricks,Databricks,data_engineering
b6487e60ff9d6459b6b8eb159e19545ce64bb4dc12f1369e978958cd89c6fd92,sql,SQL,programming_language
b6487e60ff9d6459b6b8eb159e19545ce64bb4dc12f1369e978958cd89c6fd92,python,Python,programming_language
273db8a2f6b9a5741fdd3f3662788861c34275c82d6b2ecfb480e71655c4a078,aws,AWS,cloud
273db8a2f6b9a5741fdd3f3662788861c34275c82d6b2ecfb480e71655c4a078,spark,Apache Spark,data_engineering
273db8a2f6b9a5741fdd3f3662788861c34275c82d6b2ecfb480e71655c4a078,python,Python,programming_language
273db8a2f6b9a5741fdd3f3662788861c34275c82d6b2ecfb480e71655c4a078,git,Git,version_control
1c57c24ef67cf957a9161c39d77a82a4b663295e44e4c07bbf2604b9c0643d98,git,Git,version_control
1c57c24ef67cf957a9161c39d77a82a4b663295e44e4c07bbf2604b9c0643d98,spark,Apache Spark,data_engineering
1c57c24ef67cf957a9161c39d77a82a4b663295e44e4c07bbf2604b9c0643d98,aws,AWS,cloud
1c57c24ef67cf957a9161c39d77a82a4b663295e44e4c07bbf2604b9c0643d98,databricks,Databricks,data_engineering
1c57c24ef67cf957a9161c39d77a82a4b663295e44e4c07bbf2604b9c0643d98,r,R,programming_language
36c11297b2d17a0dd8d9c7153e386ddcfc3ddf10a1e53a1f6c3bf19a308e9c8b,python,Python,programming_language
36c11297b2d17a0dd8d9c7153e386ddcfc3ddf10a1e53a1f6c3bf19a308e9c8b,git,Git,version_control
36c11297b2d17a0dd8d9c7153e386ddcfc3ddf10a1e53a1f6c3bf19a308e9c8b,aws,AWS,cloud
36c11297b2d17a0dd8d9c7153e386ddcfc3ddf10a1e53a1f6c3bf19a308e9c8b,sql,SQL,programming_language
36c11297b2d17a0dd8d9c7153e386ddcfc3ddf10a1e53a1f6c3bf19a308e9c8b,spark,Apache Spark,data_engineering
36c11297b2d17a0dd8d9c7153e386ddcfc3ddf10a1e53a1f6c3bf19a308e9c8b,databricks,Databricks,data_engineering
3b63b5aaccf893545fe5554bdab37df68a3ac23359e30cdb1a1103038db35d55,aws,AWS,cloud
3b63b5aaccf893545fe5554bdab37df68a3ac23359e30cdb1a1103038db35d55,databricks,Databricks,data_engineering
3b63b5aaccf893545fe5554bdab37df68a3ac23359e30cdb1a1103038db35d55,git,Git,version_control
aadfaceedd3dbc1b3b4c4756cbde20e9f548950b156aa6ee642081be662382aa,r,R,programming_language
aadfaceedd3dbc1b3b4c4756cbde20e9f548950b156aa6ee642081be662382aa,python,Python,programming_language
aadfaceedd3dbc1b3b4c4756cbde20e9f548950b156aa6ee642081be662382aa,spark,Apache Spark,data_engineering
aadfaceedd3dbc1b3b4c4756cbde20e9f548950b156aa6ee642081be662382aa,sql,SQL,programming_language
d90acc819e23ac449cb51afd6fe73910c229dec5b1c2d72deb377babeb4df3dc,spark,Apache Spark,data_engineering
d90acc819e23ac449cb51afd6fe73910c229dec5b1c2d72deb377babeb4df3dc,git,Git,version_control
d90acc819e23ac449cb51afd6fe73910c229dec5b1c2d72deb377babeb4df3dc,databricks,Databricks,data_engineering
d90acc819e23ac449cb51afd6fe73910c229dec5b1c2d72deb377babeb4df3dc,sql,SQL,programming_language
d90acc819e23ac449cb51afd6fe73910c229dec5b1c2d72deb377babeb4df3dc,aws,AWS,cloud
7798ebda589987b4ae7617978de19ba6385cec977c5047f95203b3167254d282,spark,Apache Spark,data_engineering
7798ebda589987b4ae7617978de19ba6385cec977c5047f95203b3167254d282,aws,AWS,cloud
7798ebda589987b4ae7617978de19ba6385cec977c5047f95203b3167254d282,git,Git,version_control
7798ebda589987b4ae7617978de19ba6385cec977c5047f95203b3167254d282,python,Python,programming_language
7798ebda589987b4ae7617978de19ba6385cec977c5047f95203b3167254d282,databricks,Databricks,data_engineering
7798ebda589987b4ae7617978de19ba6385cec977c5047f95203b3167254d282,r,R,programming_language
16cb55dd004c65ab68fd1103f017ef398fafce368e27ebc8f51fb4c9311be8ae,javascript,JavaScript,programming_language
16cb55dd004c65ab68fd1103f017ef398fafce368e27ebc8f51fb4c9311be8ae,typescript,TypeScript,programming_language
16cb55dd004c65ab68fd1103f017ef398fafce368e27ebc8f51fb4c9311be8ae,docker,Docker,devops
986f6bf1020cf0bac17ef7e4682b629125071043f5846bf259799f60dce24859,react,React,framework
986f6bf1020cf0bac17ef7e4682b629125071043f5846bf259799f60dce24859,typescript,TypeScript,programming_language
986f6bf1020cf0bac17ef7e4682b629125071043f5846bf259799f60dce24859,docker,Docker,devops
986f6bf1020cf0bac17ef7e4682b629125071043f5846bf259799f60dce24859,vue,Vue.js,framework
6f331e522e6f23157c60c5f13e7ca3a472cae9edd7921043cab5cfa625f51050,angular,Angular,framework
6f331e522e6f23157c60c5f13e7ca3a472cae9edd7921043cab5cfa625f51050,git,Git,version_control
6f331e522e6f23157c60c5f13e7ca3a472cae9edd7921043cab5cfa625f51050,react,React,framework
6f331e522e6f23157c60c5f13e7ca3a472cae9edd7921043cab5cfa625f51050,docker,Docker,devops
6f331e522e6f23157c60c5f13e7ca3a472cae9edd7921043cab5cfa625f51050,typescript,TypeScript,programming_language
87b7d16857203d310fce6532f0fd4dafefd81de559361f41adfced9eaaf6cae0,typescript,TypeScript,programming_language
87b7d16857203d310fce6532f0fd4dafefd81de559361f41adfced9eaaf6cae0,javascript,JavaScript,programming_language
87b7d16857203d310fce6532f0fd4dafefd81de559361f41adfced9eaaf6cae0,git,Git,version_control
87b7d16857203d310fce6532f0fd4dafefd81de559361f41adfced9eaaf6cae0,angular,Angular,framework
87b7d16857203d310fce6532f0fd4dafefd81de559361f41adfced9eaaf6cae0,docker,Docker,devops
87b7d16857203d310fce6532f0fd4dafefd81de559361f41adfced9eaaf6cae0,react,React,framework
11f76ccb23d6b0d1f426327e38a6010d2b41d7be168a5647bf4a091f68566a41,javascript,JavaScript,programming_language
11f76ccb23d6b0d1f426327e38a6010d2b41d7be168a5647bf4a091f68566a41,angular,Angular,framework
11f76ccb23d6b0d1f426327e38a6010d2b41d7be168a5647bf4a091f68566a41,react,React,framework
eb97bb81c1e4e6ac708bd05bf738b2efa256a78169e2ac332dfff587a180919b,javascript,JavaScript,programming_language
eb97bb81c1e4e6ac708bd05bf738b2efa256a78169e2ac332dfff587a180919b,react,React,framework
eb97bb81c1e4e6ac708bd05bf738b2efa256a78169e2ac332dfff587a180919b,typescript,TypeScript,programming_language
eb97bb81c1e4e6ac708bd05bf738b2efa256a78169e2ac332dfff587a180919b,git,Git,version_control
3e6978bc44280872dc1f4cf50494178701cb7b699ab0ea336e67e4dba209aa52,react,React,framework
3e6978bc44280872dc1f4cf50494178701cb7b699ab0ea336e67e4dba209aa52,git,Git,version_control
3e6978bc44280872dc1f4cf50494178701cb7b699ab0ea336e67e4dba209aa52,typescript,TypeScript,programming_language
3e6978bc44280872dc1f4cf50494178701cb7b699ab0ea336e67e4dba209aa52,vue,Vue.js,framework
3e6978bc44280872dc1f4cf50494178701cb7b699ab0ea336e67e4dba209aa52,docker,Docker,devops
f9d62f43a83aa24792e25f345c6e66bfda1f535d294050124fafe0e556e696e8,typescript,TypeScript,programming_language
f9d62f43a83aa24792e25f345c6e66bfda1f535d294050124fafe0e556e696e8,react,React,framework
